SWV ITM Data Console - ITM Port: 0
timestamp, output_voltage, angular_velocity 
0.800000, 0.000000, 0.000000
0.810000, 0.000000, 0.000000
0.820000, 0.000000, 0.000000
0.830000, 0.000000, 0.000000
0.840000, 0.000000, 0.000000
0.850000, 0.000000, 0.000000
0.860000, 0.000000, 0.000000
0.870000, 0.000000, 0.000000
0.880000, 0.000000, 0.000000
0.890000, 0.000000, 0.000000
0.900000, 0.000000, 0.000000
0.910000, 0.000000, 0.000000
0.920000, 0.000000, 0.000000
0.930000, 0.000000, 0.000000
0.940000, 0.000000, 0.000000
0.950000, 0.000000, 0.000000
0.960000, 0.000000, 0.000000
0.970000, 0.000000, 0.000000
0.980000, 0.000000, 0.000000
0.990000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.010000, 1.000000, 1.963495
1.020000, 1.000000, 4.123340
1.030000, 1.000000, 6.283185
1.040000, 1.000000, 7.657632
1.050000, 1.000000, 8.639380
1.060000, 1.000000, 9.424778
1.070000, 1.000000, 10.210176
1.080000, 1.000000, 10.799225
1.090000, 1.000000, 11.191924
1.100000, 1.000000, 11.584623
1.110000, 1.000000, 11.977322
1.120000, 1.000000, 12.370021
1.130000, 1.000000, 12.370021
1.140000, 1.000000, 12.566371
1.150000, 1.000000, 12.762720
1.160000, 1.000000, 12.959070
1.170000, 1.000000, 13.155419
1.180000, 1.000000, 13.155419
1.190000, 1.000000, 13.155419
1.200000, 1.000000, 13.351769
1.210000, 1.000000, 13.351769
1.220000, 1.000000, 13.351769
1.230000, 1.000000, 13.351769
1.240000, 1.000000, 13.548118
1.250000, 1.000000, 13.351769
1.260000, 1.000000, 13.548118
1.270000, 1.000000, 13.548118
1.280000, 1.000000, 13.351769
1.290000, 1.000000, 13.548118
1.300000, 1.000000, 13.548118
1.310000, 1.000000, 13.548118
1.320000, 1.000000, 13.548118
1.330000, 1.000000, 13.548118
1.340000, 1.000000, 13.351769
1.350000, 0.935203, 13.548118
1.360000, 0.858436, 13.351769
1.370000, 0.821952, 13.155419
1.380000, 0.807848, 12.959070
1.390000, 0.818362, 12.762720
1.400000, 0.948705, 12.370021
1.410000, 0.897578, 12.370021
1.420000, 0.855403, 12.370021
1.430000, 0.924105, 12.173672
1.440000, 0.899834, 12.173672
1.450000, 0.877801, 12.173672
1.460000, 0.866958, 12.173672
1.470000, 0.858353, 12.173672
1.480000, 0.938244, 11.977322
1.490000, 0.934115, 11.977322
1.500000, 0.839251, 12.173672
1.510000, 0.830646, 12.173672
1.520000, 0.919490, 11.977322
1.530000, 0.829102, 12.173672
1.540000, 0.824973, 12.173672
1.550000, 0.913816, 11.977322
1.560000, 0.918639, 11.977322
1.570000, 0.916748, 11.977322
1.580000, 0.910381, 11.977322
1.590000, 0.912966, 11.977322
1.600000, 0.820340, 12.173672
1.610000, 0.813973, 12.173672
1.620000, 0.909530, 11.977322
1.630000, 0.912115, 11.977322
1.640000, 0.815013, 12.173672
1.650000, 0.908333, 11.977322
1.660000, 0.913155, 11.977322
1.670000, 0.816054, 12.173672
1.680000, 0.907135, 11.977322
1.690000, 0.911958, 11.977322
1.700000, 0.912305, 11.977322
1.710000, 0.812965, 12.173672
1.720000, 0.910761, 11.977322
1.730000, 0.913345, 11.977322
1.740000, 0.814006, 12.173672
1.750000, 0.907325, 11.977322
1.760000, 0.912148, 11.977322
1.770000, 0.815046, 12.173672
1.780000, 0.908366, 11.977322
1.790000, 1.000000, 11.780972
1.800000, 0.911297, 11.977322
1.810000, 0.907168, 11.977322
1.820000, 0.911991, 11.977322
1.830000, 0.914576, 11.977322
1.840000, 0.908209, 11.977322
1.850000, 0.910794, 11.977322
1.860000, 0.913378, 11.977322
1.870000, 0.909249, 11.977322
1.880000, 0.909596, 11.977322
1.890000, 0.912181, 11.977322
1.900000, 0.910290, 11.977322
1.910000, 0.908399, 11.977322
1.920000, 0.910984, 11.977322
1.930000, 0.911330, 11.977322
1.940000, 0.811991, 12.173672
1.950000, 1.000000, 11.780972
1.960000, 0.819399, 12.173672
1.970000, 0.908242, 11.977322
1.980000, 0.815616, 12.173672
1.990000, 0.913411, 11.977322
2.000000, 0.816310, 12.173672
2.010000, 0.909629, 11.977322
2.020000, 0.819242, 12.173672
2.030000, 0.817351, 12.173672
2.040000, 0.813221, 12.173672
2.050000, 0.911017, 11.977322
2.060000, 0.911363, 11.977322
2.070000, 0.907234, 11.977322
2.080000, 0.909819, 11.977322
2.090000, 0.912404, 11.977322
2.100000, 0.908275, 11.977322
2.110000, 0.908622, 11.977322
2.120000, 0.818234, 12.173672
2.130000, 0.909315, 11.977322
2.140000, 0.907424, 11.977322
2.150000, 0.912247, 11.977322
2.160000, 0.910356, 11.977322
2.170000, 0.906227, 11.977322
2.180000, 0.908812, 11.977322
2.190000, 0.909158, 11.977322
2.200000, 0.812057, 12.173672
2.210000, 0.907614, 11.977322
2.220000, 0.912437, 11.977322
2.230000, 0.908308, 11.977322
2.240000, 0.908655, 11.977322
2.250000, 0.911240, 11.977322
2.260000, 0.909348, 11.977322
2.270000, 0.907457, 11.977322
2.280000, 0.910042, 11.977322
2.290000, 0.910389, 11.977322
2.300000, 0.906260, 11.977322
2.310000, 0.908845, 11.977322
2.320000, 0.816219, 12.173672
2.330000, 0.905062, 11.977322
2.340000, 0.907647, 11.977322
2.350000, 0.817260, 12.173672
2.360000, 0.908341, 11.977322
2.370000, 0.906450, 11.977322
2.380000, 0.911273, 11.977322
2.390000, 0.816409, 12.173672
2.400000, 0.905252, 11.977322
2.410000, 0.910075, 11.977322
2.420000, 0.910422, 11.977322
2.430000, 0.904055, 11.977322
2.440000, 0.906640, 11.977322
2.450000, 0.816252, 12.173672
2.460000, 0.812123, 12.173672
2.470000, 0.907680, 11.977322
2.480000, 0.912503, 11.977322
2.490000, 0.908374, 11.977322
2.500000, 0.906483, 11.977322
2.510000, 0.911306, 11.977322
2.520000, 0.909414, 11.977322
2.530000, 0.905285, 11.977322
2.540000, 0.910108, 11.977322
2.550000, 0.910455, 11.977322
2.560000, 0.906326, 11.977322
2.570000, 0.908911, 11.977322
2.580000, 0.911496, 11.977322
2.590000, 0.909604, 11.977322
2.600000, 0.907713, 11.977322
2.610000, 0.912536, 11.977322
2.620000, 0.815435, 12.173672
2.630000, 0.906516, 11.977322
2.640000, 0.911339, 11.977322
2.650000, 0.816475, 12.173672
2.660000, 0.905318, 11.977322
2.670000, 1.000000, 11.780972
2.680000, 0.910488, 11.977322
2.690000, 0.906359, 11.977322
2.700000, 0.906706, 11.977322
2.710000, 0.911529, 11.977322
2.720000, 0.907399, 11.977322
2.730000, 0.905508, 11.977322
2.740000, 0.912569, 11.977322
2.750000, 0.815468, 12.173672
2.760000, 0.904311, 11.977322
2.770000, 0.909134, 11.977322
2.780000, 0.909481, 11.977322
2.790000, 0.905351, 11.977322
2.800000, 0.907936, 11.977322
2.810000, 0.910521, 11.977322
2.820000, 0.906392, 11.977322
2.830000, 0.906739, 11.977322
2.840000, 0.911562, 11.977322
2.850000, 0.907432, 11.977322
2.860000, 0.907779, 11.977322
2.870000, 0.910364, 11.977322
2.880000, 0.910711, 11.977322
2.890000, 0.906582, 11.977322
2.900000, 0.911405, 11.977322
2.910000, 0.909514, 11.977322
2.920000, 0.905384, 11.977322
2.930000, 0.905731, 11.977322
2.940000, 0.910554, 11.977322
