SWV ITM Data Console - ITM Port: 0
timestamp, output_voltage, angular_velocity 
0.000000, 0.000000, 0.000000
0.004000, 0.373763, 0.000000
0.008000, 0.739799, 0.196350
0.012000, 1.000000, 0.785398
0.016000, 1.000000, 1.767146
0.020000, 1.000000, 2.552544
0.024000, 1.000000, 3.337942
0.028000, 0.743885, 4.123340
0.032000, 0.343425, 4.712389
0.036000, 0.042011, 4.516039
0.040000, 0.503657, 4.319690
0.044000, 0.855304, 3.337942
0.048000, 1.000000, 1.963495
0.052000, 1.000000, 0.196350
0.056000, 1.000000, -0.981748
0.060000, 1.000000, -2.159845
0.064000, 0.978461, -3.141593
0.068000, 0.642694, -3.926991
0.072000, 0.266758, -4.123340
0.076000, 0.179777, -4.123340
0.080000, 0.545327, -3.337942
0.084000, 0.913881, -2.552544
0.088000, 1.000000, -1.178097
0.092000, 1.000000, 0.196350
0.096000, 1.000000, 1.178097
0.100000, 1.000000, 2.356194
0.104000, 0.855512, 3.337942
0.108000, 0.453136, 4.123340
0.112000, 0.057643, 4.123340
0.116000, 0.387684, 3.926991
0.120000, 0.765846, 3.141593
0.124000, 1.000000, 1.963495
0.128000, 1.000000, 0.392699
0.132000, 1.000000, -0.981748
0.136000, 1.000000, -2.159845
0.140000, 0.951587, -3.141593
0.144000, 0.660952, -3.730641
0.148000, 0.260499, -4.123340
0.152000, 0.177038, -4.123340
0.156000, 0.537594, -3.337942
0.160000, 0.903812, -2.552544
0.164000, 1.000000, -1.374447
0.168000, 1.000000, 0.196350
0.172000, 1.000000, 1.374447
0.176000, 1.000000, 2.356194
0.180000, 0.880072, 3.337942
0.184000, 0.487291, 4.123340
0.188000, 0.063179, 4.319690
0.192000, 0.379262, 4.123340
0.196000, 0.757042, 3.337942
0.200000, 1.000000, 1.963495
0.204000, 1.000000, 0.589049
0.208000, 1.000000, -0.981748
0.212000, 1.000000, -1.963495
0.216000, 0.988253, -2.945243
0.220000, 0.638830, -3.926991
0.224000, 0.247460, -4.319690
0.228000, 0.115613, -3.926991
0.232000, 0.541444, -3.534292
0.236000, 0.875031, -2.552544
0.240000, 1.000000, -1.178097
0.244000, 1.000000, 0.000000
0.248000, 1.000000, 1.374447
0.252000, 1.000000, 2.356194
0.256000, 0.888832, 3.337942
0.260000, 0.539220, 3.926991
0.264000, 0.088289, 4.319690
0.268000, 0.351120, 4.123340
0.272000, 0.728352, 3.337942
0.276000, 0.983210, 1.963495
0.280000, 1.000000, 0.589049
0.284000, 1.000000, -0.785398
0.288000, 1.000000, -1.963495
